trial_id,domain,v_level,v_magnitude,psi_direction,model,repetition,ssc,ssc_p,sp,sp_p,tau_preservation,n_found,n_total,n_sentences,isc,isc_p,osd,ri,pd
S3_V3_historical_claude-sonnet_rep4,S3,V3,3,historical,claude-sonnet,4,0.1879,0.009444,-0.4014,0.079381,0.6296,18,20,52,0.0589,0.469381,0.3759,0.9579,0.3804
S3_V3_historical_gpt-4o_rep0,S3,V3,3,historical,gpt-4o,0,0.3113,1.2e-05,0.077,0.747011,0.7778,19,20,27,0.4476,0.0,0.4096,0.9895,0.3861
S3_V3_historical_gpt-4o_rep1,S3,V3,3,historical,gpt-4o,1,0.2035,0.004859,-0.3183,0.171372,0.5185,19,20,44,0.2826,0.000181,0.4703,0.9368,0.2634
S3_V3_historical_gpt-4o_rep2,S3,V3,3,historical,gpt-4o,2,0.3639,0.0,-0.0531,0.824214,0.963,19,20,33,0.2285,0.002644,0.424,0.9474,0.3402
S3_V3_historical_gpt-4o_rep3,S3,V3,3,historical,gpt-4o,3,0.1388,0.056116,-0.0931,0.696097,0.8519,20,20,41,0.3216,6e-06,0.4693,0.9684,0.3631
S3_V3_historical_gpt-4o_rep4,S3,V3,3,historical,gpt-4o,4,0.2433,0.000719,-0.0409,0.864135,0.8889,19,20,37,0.377,0.0,0.4303,0.7579,0.3364
S3_V3_formal_claude-sonnet_rep0,S3,V3,3,formal,claude-sonnet,0,0.0033,0.963633,0.2759,0.238976,0.8519,19,20,27,0.9425,0.0,0.2805,0.8947,0.4832
S3_V3_formal_claude-sonnet_rep1,S3,V3,3,formal,claude-sonnet,1,0.1172,0.107209,-0.283,0.226683,0.6667,15,20,30,1.0,0.0,0.3436,0.9789,0.4287
S3_V3_formal_claude-sonnet_rep2,S3,V3,3,formal,claude-sonnet,2,0.0,1.0,0.0,1.0,1.0,20,20,40,0.0,1.0,0.2488,0.8842,0.4728
S3_V3_formal_claude-sonnet_rep3,S3,V3,3,formal,claude-sonnet,3,0.0544,0.455799,-0.303,0.19401,1.0,20,20,26,0.9454,0.0,0.2837,0.9579,0.5806
S3_V3_formal_claude-sonnet_rep4,S3,V3,3,formal,claude-sonnet,4,0.1133,0.119452,-0.3536,0.126117,0.6667,17,20,36,-0.0313,0.71736,0.354,0.7789,0.5018
S3_V3_formal_gpt-4o_rep0,S3,V3,3,formal,gpt-4o,0,0.4495,0.0,-0.4128,0.070504,0.8519,19,20,32,0.7992,0.0,0.3395,0.9684,0.5541
S3_V3_formal_gpt-4o_rep1,S3,V3,3,formal,gpt-4o,1,0.1804,0.012748,0.3649,0.113639,1.0,20,20,31,0.4212,0.0,0.4008,0.9895,0.4515
S3_V3_formal_gpt-4o_rep2,S3,V3,3,formal,gpt-4o,2,0.3882,0.0,0.1687,0.477107,0.9259,20,20,27,0.4113,0.0,0.3905,0.9684,0.3841
S3_V3_formal_gpt-4o_rep3,S3,V3,3,formal,gpt-4o,3,0.3529,1e-06,-0.4948,0.026541,0.7778,19,20,28,0.6185,0.0,0.3866,0.8737,0.5338
S3_V3_formal_gpt-4o_rep4,S3,V3,3,formal,gpt-4o,4,0.3767,0.0,-0.4683,0.037308,0.8519,19,20,36,0.6751,0.0,0.3414,0.7789,0.5283
S4_V0_none_claude-sonnet_rep0,S4,V0,0,none,claude-sonnet,0,0.1035,0.155471,0.148,0.533575,1.0,20,20,41,0.1901,0.008596,0.3686,0.5474,0.0
S4_V0_none_claude-sonnet_rep1,S4,V0,0,none,claude-sonnet,1,-0.0392,0.591221,0.2799,0.232084,1.0,20,20,41,0.0256,0.725703,0.2961,0.5789,0.0
S4_V0_none_claude-sonnet_rep2,S4,V0,0,none,claude-sonnet,2,0.1974,0.006325,-0.3088,0.185249,1.0,20,20,41,0.1902,0.008564,0.3276,0.2105,0.0
S4_V0_none_claude-sonnet_rep3,S4,V0,0,none,claude-sonnet,3,0.0647,0.375188,0.0095,0.968249,1.0,20,20,41,0.0079,0.914129,0.3414,0.4421,0.0
S4_V0_none_claude-sonnet_rep4,S4,V0,0,none,claude-sonnet,4,0.1283,0.077707,-0.155,0.514025,1.0,20,20,41,-0.0504,0.490106,0.3344,0.2316,0.0
S4_V0_none_gpt-4o_rep0,S4,V0,0,none,gpt-4o,0,-0.0024,0.973342,0.141,0.553182,1.0,20,20,41,0.0363,0.619065,0.356,0.5158,0.0
S4_V0_none_gpt-4o_rep1,S4,V0,0,none,gpt-4o,1,0.0672,0.356899,-0.1275,0.592115,1.0,20,20,41,0.0574,0.431746,0.3052,0.4842,0.0
S4_V0_none_gpt-4o_rep2,S4,V0,0,none,gpt-4o,2,0.1239,0.08852,0.068,0.775758,1.0,20,20,41,0.1485,0.040862,0.3377,0.7053,0.0
S4_V0_none_gpt-4o_rep3,S4,V0,0,none,gpt-4o,3,0.166,0.02208,-0.2541,0.279692,1.0,20,20,41,0.1192,0.101293,0.3371,0.3263,0.0
S4_V0_none_gpt-4o_rep4,S4,V0,0,none,gpt-4o,4,0.1409,0.052443,-0.0751,0.753083,1.0,20,20,41,0.2993,2.7e-05,0.3402,0.4105,0.0
S4_V1_none_claude-sonnet_rep0,S4,V1,1,none,claude-sonnet,0,0.2719,0.000147,-0.3205,0.168334,0.8889,19,20,19,0.6135,0.0,0.4484,0.8842,0.0
S4_V1_none_claude-sonnet_rep1,S4,V1,1,none,claude-sonnet,1,0.2555,0.000375,-0.3447,0.136698,0.9259,20,20,18,0.6394,0.0,0.4937,0.8421,0.0
S4_V1_none_claude-sonnet_rep2,S4,V1,1,none,claude-sonnet,2,0.1735,0.016682,-0.3759,0.102375,0.9259,20,20,4,0.7987,0.0,0.3438,0.9789,0.0
S4_V1_none_claude-sonnet_rep3,S4,V1,1,none,claude-sonnet,3,0.0,1.0,0.0,1.0,1.0,20,20,1,0.0,1.0,0.0,0.9263,0.0
S4_V1_none_claude-sonnet_rep4,S4,V1,1,none,claude-sonnet,4,0.0,1.0,0.0,1.0,1.0,20,20,1,0.0,1.0,0.0,0.9474,0.0
S4_V1_none_gpt-4o_rep0,S4,V1,1,none,gpt-4o,0,0.202,0.005197,-0.3469,0.134037,0.8889,19,20,20,0.4066,0.0,0.4893,0.8842,0.0
S4_V1_none_gpt-4o_rep1,S4,V1,1,none,gpt-4o,1,0.1734,0.016728,-0.3685,0.109868,0.8889,19,20,22,0.3657,1e-06,0.5471,0.8421,0.0
S4_V1_none_gpt-4o_rep2,S4,V1,1,none,gpt-4o,2,0.1946,0.007144,-0.3483,0.13235,1.0,20,20,17,0.5006,0.0,0.4907,0.9579,0.0
S4_V1_none_gpt-4o_rep3,S4,V1,1,none,gpt-4o,3,0.1564,0.03115,-0.2788,0.233961,0.963,20,20,19,0.3143,1e-05,0.4772,0.8632,0.0
S4_V1_none_gpt-4o_rep4,S4,V1,1,none,gpt-4o,4,0.199,0.005908,-0.3363,0.147185,0.9259,20,20,17,0.5733,0.0,0.482,0.8105,0.0
S4_V2_causal_claude-sonnet_rep0,S4,V2,2,causal,claude-sonnet,0,0.268,0.000186,-0.2725,0.245108,1.0,20,20,36,0.3569,0.0,0.4076,0.8737,0.463
S4_V2_causal_claude-sonnet_rep1,S4,V2,2,causal,claude-sonnet,1,0.289,5.3e-05,-0.3381,0.144866,1.0,20,20,27,0.5075,0.0,0.4671,0.9895,0.5333
S4_V2_causal_claude-sonnet_rep2,S4,V2,2,causal,claude-sonnet,2,0.2516,0.000462,-0.305,0.19107,1.0,20,20,26,0.5451,0.0,0.5478,0.9789,0.4567
S4_V2_causal_claude-sonnet_rep3,S4,V2,2,causal,claude-sonnet,3,0.1684,0.0202,-0.339,0.143691,1.0,20,20,11,0.9558,0.0,0.416,0.9579,0.4465
S4_V2_causal_claude-sonnet_rep4,S4,V2,2,causal,claude-sonnet,4,0.1094,0.132921,-0.4466,0.048386,1.0,20,20,10,0.9762,0.0,0.4456,0.9158,0.5125
S4_V2_causal_gpt-4o_rep0,S4,V2,2,causal,gpt-4o,0,0.1869,0.009833,-0.3539,0.125777,1.0,20,20,49,0.5286,0.0,0.3555,1.0,0.2766
S4_V2_causal_gpt-4o_rep1,S4,V2,2,causal,gpt-4o,1,0.2089,0.003818,-0.3539,0.125777,1.0,20,20,63,0.5297,0.0,0.4124,0.9579,0.2851
S4_V2_causal_gpt-4o_rep2,S4,V2,2,causal,gpt-4o,2,0.2972,3.1e-05,-0.2555,0.276927,1.0,20,20,62,0.5199,0.0,0.4303,0.9368,0.2444
S4_V2_causal_gpt-4o_rep3,S4,V2,2,causal,gpt-4o,3,0.254,0.000406,-0.226,0.337969,1.0,20,20,63,0.497,0.0,0.4233,0.8632,0.3035
S4_V2_causal_gpt-4o_rep4,S4,V2,2,causal,gpt-4o,4,0.2044,0.004671,-0.3327,0.151769,0.963,20,20,57,0.368,0.0,0.4161,0.9789,0.2049
S4_V2_practical_claude-sonnet_rep0,S4,V2,2,practical,claude-sonnet,0,0.382,0.0,-0.2005,0.39664,1.0,20,20,20,0.0,1.0,0.2329,1.0,0.4751
S4_V2_practical_claude-sonnet_rep1,S4,V2,2,practical,claude-sonnet,1,-0.0934,0.199733,0.5096,0.021734,0.8519,20,20,29,0.102,0.161585,0.2885,0.8737,0.5211
S4_V2_practical_claude-sonnet_rep2,S4,V2,2,practical,claude-sonnet,2,0.1685,0.020097,0.1155,0.627828,0.8889,19,20,19,0.1891,0.01323,0.4665,0.7263,0.4329
S4_V2_practical_claude-sonnet_rep3,S4,V2,2,practical,claude-sonnet,3,-0.1106,0.128633,0.4704,0.036359,0.963,20,20,22,0.3393,2e-06,0.3317,0.8316,0.4951
S4_V2_practical_claude-sonnet_rep4,S4,V2,2,practical,claude-sonnet,4,-0.0978,0.179269,0.423,0.063154,0.963,20,20,23,0.0,1.0,0.2687,0.9789,0.4776
S4_V2_practical_gpt-4o_rep0,S4,V2,2,practical,gpt-4o,0,0.1027,0.158731,0.1324,0.57805,0.7778,20,20,39,0.3193,7e-06,0.4366,0.8,0.3284
S4_V2_practical_gpt-4o_rep1,S4,V2,2,practical,gpt-4o,1,-0.0789,0.279032,0.5586,0.010459,0.7407,20,20,51,-0.0681,0.350594,0.4284,0.9789,0.4121
S4_V2_practical_gpt-4o_rep2,S4,V2,2,practical,gpt-4o,2,0.1111,0.126854,0.0152,0.949179,0.8889,20,20,34,0.2209,0.002188,0.4231,0.8947,0.3903
S4_V2_practical_gpt-4o_rep3,S4,V2,2,practical,gpt-4o,3,-0.0413,0.571877,0.4431,0.050388,1.0,20,20,45,0.0906,0.213824,0.2667,0.9684,0.4842
S4_V2_practical_gpt-4o_rep4,S4,V2,2,practical,gpt-4o,4,0.1386,0.056463,0.18,0.447555,0.5926,20,20,51,0.1274,0.079721,0.3572,0.8737,0.2909
S4_V2_historical_claude-sonnet_rep0,S4,V2,2,historical,claude-sonnet,0,0.0151,0.836274,0.2874,0.219273,1.0,20,20,13,0.9598,0.0,0.4747,0.9158,0.511
S4_V2_historical_claude-sonnet_rep1,S4,V2,2,historical,claude-sonnet,1,0.0706,0.332904,-0.0668,0.779526,1.0,20,20,14,0.9529,0.0,0.5164,0.9263,0.5388
S4_V2_historical_claude-sonnet_rep2,S4,V2,2,historical,claude-sonnet,2,-0.3359,2e-06,0.381,0.09746,1.0,20,20,14,0.0,1.0,0.4647,0.9474,0.5037
S4_V2_historical_claude-sonnet_rep3,S4,V2,2,historical,claude-sonnet,3,0.4715,0.0,-0.0826,0.729158,0.6296,20,20,32,0.2396,0.000868,0.4014,0.9579,0.4853
S4_V2_historical_claude-sonnet_rep4,S4,V2,2,historical,claude-sonnet,4,0.3825,0.0,-0.0072,0.975876,0.8519,20,20,27,0.5115,0.0,0.4663,0.9263,0.5413
S4_V2_historical_gpt-4o_rep0,S4,V2,2,historical,gpt-4o,0,0.2068,0.004198,-0.3667,0.111712,0.9259,20,20,43,0.4738,0.0,0.5427,0.9579,0.2342
S4_V2_historical_gpt-4o_rep1,S4,V2,2,historical,gpt-4o,1,0.2096,0.003708,-0.3525,0.127366,0.9259,20,20,44,0.2861,6.3e-05,0.4961,0.8211,0.2426
S4_V2_historical_gpt-4o_rep2,S4,V2,2,historical,gpt-4o,2,0.3186,7e-06,-0.2699,0.249787,0.8148,20,20,44,0.3699,0.0,0.4785,0.7895,0.2466
S4_V2_historical_gpt-4o_rep3,S4,V2,2,historical,gpt-4o,3,0.3315,3e-06,-0.0895,0.707595,0.8519,20,20,46,0.2373,0.000979,0.4782,0.8211,0.2747
S4_V2_historical_gpt-4o_rep4,S4,V2,2,historical,gpt-4o,4,0.2178,0.002537,-0.3321,0.152588,0.8519,20,20,44,0.2176,0.002561,0.4734,0.9895,0.1983
S4_V2_formal_claude-sonnet_rep0,S4,V2,2,formal,claude-sonnet,0,0.2639,0.000234,-0.1248,0.600075,0.963,20,20,30,0.0,1.0,0.4247,0.8947,0.4775
S4_V2_formal_claude-sonnet_rep1,S4,V2,2,formal,claude-sonnet,1,0.1594,0.028071,-0.3223,0.165827,0.963,20,20,13,0.0,1.0,0.0,0.8632,0.5096
S4_V2_formal_claude-sonnet_rep2,S4,V2,2,formal,claude-sonnet,2,0.1048,0.14999,-0.1866,0.43091,1.0,20,20,16,0.0,1.0,0.3586,0.6316,0.4137
S4_V2_formal_claude-sonnet_rep3,S4,V2,2,formal,claude-sonnet,3,0.217,0.00263,-0.1051,0.659252,0.963,20,20,21,0.0,1.0,0.4111,0.9053,0.4002
S4_V2_formal_claude-sonnet_rep4,S4,V2,2,formal,claude-sonnet,4,0.1127,0.121634,-0.295,0.206767,0.8519,19,20,20,0.0,1.0,0.3488,0.9474,0.4812
S4_V2_formal_gpt-4o_rep0,S4,V2,2,formal,gpt-4o,0,0.2275,0.001595,-0.2827,0.227179,1.0,20,20,51,0.4198,0.0,0.4596,0.9684,0.1991
S4_V2_formal_gpt-4o_rep1,S4,V2,2,formal,gpt-4o,1,0.157,0.030572,-0.261,0.26635,1.0,20,20,32,0.4916,0.0,0.5028,0.7895,0.2158
S4_V2_formal_gpt-4o_rep2,S4,V2,2,formal,gpt-4o,2,0.1743,0.016163,-0.3397,0.142873,0.8889,20,20,54,0.3932,0.0,0.4721,0.9053,0.1993
S4_V2_formal_gpt-4o_rep3,S4,V2,2,formal,gpt-4o,3,0.1757,0.015341,-0.3313,0.153584,1.0,20,20,50,0.4148,0.0,0.4408,0.9263,0.2611
S4_V2_formal_gpt-4o_rep4,S4,V2,2,formal,gpt-4o,4,0.2121,0.003301,-0.3335,0.150772,1.0,20,20,49,0.3509,1e-06,0.4362,0.9789,0.1694
S4_V3_causal_claude-sonnet_rep0,S4,V3,3,causal,claude-sonnet,0,0.1345,0.064362,-0.1444,0.543536,0.7778,18,20,43,0.7076,0.0,0.3712,0.7684,0.4518
S4_V3_causal_claude-sonnet_rep1,S4,V3,3,causal,claude-sonnet,1,0.2274,0.001603,-0.2235,0.343637,0.8148,19,20,53,0.2882,0.000132,0.3963,0.9263,0.4628
S4_V3_causal_claude-sonnet_rep2,S4,V3,3,causal,claude-sonnet,2,0.0982,0.177502,-0.2005,0.39677,0.6667,17,20,41,0.166,0.053454,0.4209,0.9368,0.4559
S4_V3_causal_claude-sonnet_rep3,S4,V3,3,causal,claude-sonnet,3,0.0974,0.181036,0.0829,0.728273,0.7778,16,20,26,0.7001,0.0,0.4799,0.9684,0.4606
S4_V3_causal_claude-sonnet_rep4,S4,V3,3,causal,claude-sonnet,4,0.1356,0.062112,-0.2641,0.260585,0.8148,18,20,49,0.4583,0.0,0.4623,0.8316,0.4529
S4_V3_causal_gpt-4o_rep0,S4,V3,3,causal,gpt-4o,0,0.1242,0.087674,-0.2623,0.263851,0.8889,19,20,66,0.3319,9e-06,0.4476,0.9053,0.2631
S4_V3_causal_gpt-4o_rep1,S4,V3,3,causal,gpt-4o,1,0.1977,0.006263,-0.3464,0.134634,0.9259,20,20,58,0.4299,0.0,0.4984,0.5474,0.2482
S4_V3_causal_gpt-4o_rep2,S4,V3,3,causal,gpt-4o,2,0.1617,0.02585,-0.2757,0.239375,0.8889,19,20,70,0.4783,0.0,0.4761,0.9895,0.2234
S4_V3_causal_gpt-4o_rep3,S4,V3,3,causal,gpt-4o,3,0.1713,0.018127,-0.3228,0.16505,0.9259,20,20,58,0.4096,0.0,0.4662,0.8,0.1946
S4_V3_causal_gpt-4o_rep4,S4,V3,3,causal,gpt-4o,4,0.1502,0.038563,-0.292,0.211573,0.9259,20,20,67,0.3221,6e-06,0.4688,0.6632,0.2772
S4_V3_practical_claude-sonnet_rep0,S4,V3,3,practical,claude-sonnet,0,-0.0712,0.328862,0.5476,0.012438,0.5185,13,20,20,0.9158,0.0,0.3986,0.9684,0.3733
S4_V3_practical_claude-sonnet_rep1,S4,V3,3,practical,claude-sonnet,1,-0.0673,0.356203,0.6852,0.000857,0.6296,14,20,24,0.6845,0.0,0.3399,0.9895,0.4056
S4_V3_practical_claude-sonnet_rep2,S4,V3,3,practical,claude-sonnet,2,0.0267,0.714663,0.4186,0.066232,0.4815,11,20,22,0.9567,0.0,0.2505,0.8105,0.3853
S4_V3_practical_claude-sonnet_rep3,S4,V3,3,practical,claude-sonnet,3,-0.0414,0.570755,0.3292,0.156423,0.4444,10,20,20,0.4233,0.003761,0.4209,0.8842,0.4166
S4_V3_practical_claude-sonnet_rep4,S4,V3,3,practical,claude-sonnet,4,0.0306,0.675631,0.5291,0.016447,0.5556,14,20,28,0.4175,0.000488,0.2477,0.8737,0.45
S4_V3_practical_gpt-4o_rep0,S4,V3,3,practical,gpt-4o,0,-0.1336,0.066161,0.733,0.000236,0.5926,18,20,35,0.1698,0.035883,0.2938,0.8737,0.5148
S4_V3_practical_gpt-4o_rep1,S4,V3,3,practical,gpt-4o,1,0.0669,0.358865,0.3034,0.193484,0.8148,18,20,37,0.2626,0.001039,0.2869,0.9474,0.39
S4_V3_practical_gpt-4o_rep2,S4,V3,3,practical,gpt-4o,2,0.2308,0.001354,-0.1567,0.50933,0.8519,20,20,45,0.6458,0.0,0.2791,0.9789,0.3138
S4_V3_practical_gpt-4o_rep3,S4,V3,3,practical,gpt-4o,3,0.0562,0.440848,0.1606,0.498796,0.5926,17,20,36,0.5805,0.0,0.286,0.9474,0.3265
S4_V3_practical_gpt-4o_rep4,S4,V3,3,practical,gpt-4o,4,0.0669,0.35895,0.0749,0.753691,0.5556,15,20,32,0.5047,0.0,0.297,0.9579,0.4313
S4_V3_historical_claude-sonnet_rep0,S4,V3,3,historical,claude-sonnet,0,0.1334,0.066596,0.1319,0.579413,0.7037,16,20,46,0.2717,0.002685,0.411,0.9368,0.4589
S4_V3_historical_claude-sonnet_rep1,S4,V3,3,historical,claude-sonnet,1,-0.0036,0.960777,0.0524,0.826436,0.6667,16,20,50,0.3546,7.1e-05,0.4651,0.7895,0.4521
S4_V3_historical_claude-sonnet_rep2,S4,V3,3,historical,claude-sonnet,2,0.0938,0.19819,0.3294,0.156168,0.5926,15,20,30,0.3869,4.6e-05,0.4109,0.7789,0.4728
S4_V3_historical_claude-sonnet_rep3,S4,V3,3,historical,claude-sonnet,3,0.2294,0.001457,0.0004,0.998727,0.7407,18,20,52,0.447,0.0,0.4307,0.9263,0.4631
S4_V3_historical_claude-sonnet_rep4,S4,V3,3,historical,claude-sonnet,4,-0.0756,0.29985,0.1978,0.403198,0.3704,12,20,40,0.5115,1.1e-05,0.4456,0.7895,0.5009
S4_V3_historical_gpt-4o_rep0,S4,V3,3,historical,gpt-4o,0,0.2054,0.004461,-0.3177,0.172294,0.7778,19,20,65,0.3482,3e-06,0.4801,0.7368,0.2287
S4_V3_historical_gpt-4o_rep1,S4,V3,3,historical,gpt-4o,1,0.1966,0.006564,-0.3383,0.144619,0.7778,19,20,65,0.3527,2e-06,0.4757,0.8737,0.2066
S4_V3_historical_gpt-4o_rep2,S4,V3,3,historical,gpt-4o,2,0.1854,0.010429,-0.2477,0.292339,0.8148,19,20,26,0.4893,0.0,0.4356,0.8737,0.2009
S4_V3_historical_gpt-4o_rep3,S4,V3,3,historical,gpt-4o,3,0.2008,0.005468,-0.3428,0.138952,0.8148,19,20,69,0.3666,1e-06,0.4298,0.6632,0.1632
S4_V3_historical_gpt-4o_rep4,S4,V3,3,historical,gpt-4o,4,0.2321,0.001274,-0.3161,0.174618,0.8519,19,20,26,0.4245,0.0,0.4591,0.6421,0.2417
S4_V3_formal_claude-sonnet_rep0,S4,V3,3,formal,claude-sonnet,0,-0.0446,0.540974,-0.0255,0.915155,0.7778,18,20,35,0.6637,0.0,0.4125,0.9474,0.3948
S4_V3_formal_claude-sonnet_rep1,S4,V3,3,formal,claude-sonnet,1,0.0837,0.250724,0.045,0.85063,0.8519,19,20,42,0.4299,0.0,0.4073,0.9684,0.3887
S4_V3_formal_claude-sonnet_rep2,S4,V3,3,formal,claude-sonnet,2,-0.0183,0.801829,0.0551,0.817573,0.6296,15,20,27,0.7469,0.0,0.3786,0.8526,0.3843
S4_V3_formal_claude-sonnet_rep3,S4,V3,3,formal,claude-sonnet,3,-0.0001,0.998967,-0.1523,0.521645,0.7407,18,20,46,0.2286,0.004476,0.4558,0.7263,0.3649
S4_V3_formal_claude-sonnet_rep4,S4,V3,3,formal,claude-sonnet,4,0.1849,0.01066,-0.1561,0.511062,0.8519,20,20,39,0.3779,0.0,0.4759,0.6947,0.4103
S4_V3_formal_gpt-4o_rep0,S4,V3,3,formal,gpt-4o,0,0.1332,0.067011,-0.2607,0.266884,0.7778,18,20,58,0.349,1e-05,0.4331,0.7579,0.2282
S4_V3_formal_gpt-4o_rep1,S4,V3,3,formal,gpt-4o,1,0.2657,0.000212,-0.2319,0.325308,0.963,20,20,52,0.5966,0.0,0.4599,0.8947,0.2136
S4_V3_formal_gpt-4o_rep2,S4,V3,3,formal,gpt-4o,2,0.1908,0.008373,-0.3601,0.118825,1.0,20,20,51,0.4816,0.0,0.4837,1.0,0.2005
S4_V3_formal_gpt-4o_rep3,S4,V3,3,formal,gpt-4o,3,0.1907,0.008418,-0.3442,0.137256,0.8519,19,20,57,0.393,0.0,0.4266,0.9368,0.1685
S4_V3_formal_gpt-4o_rep4,S4,V3,3,formal,gpt-4o,4,0.1411,0.052177,-0.2576,0.272881,0.8148,18,20,57,0.4245,0.0,0.4641,0.9053,0.2356
